Time	Heading	mFLt	mFR	mBL	mBR
733	0,4305	-44	-44	-44	-44
734	0,4287	-44	-44	-44	-44
735	0,4277	-44	-44	-44	-44
736	0,4241	-44	-44	-44	-44
737	0,4203	-44	-44	-44	-44
738	0,4185	-44	-44	-44	-44
739	0,4177	-44	-44	-44	-44
740	0,4137	-44	-44	-44	-44
741	0,4130	-43	-43	-43	-43
742	0,4078	-43	-43	-43	-43
743	0,4036	-43	-43	-43	-43
744	0,4010	-43	-43	-43	-43
745	0,3952	-43	-43	-43	-43
746	0,3888	-43	-43	-43	-43
747	0,3867	-43	-43	-43	-43
748	0,3806	-43	-43	-43	-43
749	0,3756	-43	-43	-43	-43
750	0,3716	-43	-43	-43	-43
751	0,3662	-43	-43	-43	-43
752	0,3599	-43	-43	-43	-43
753	0,3562	-43	-43	-43	-43
754	0,3511	-42	-42	-42	-42
755	0,3498	-42	-42	-42	-42
756	0,3473	-42	-42	-42	-42
757	0,3427	-42	-42	-42	-42
758	0,3385	-42	-42	-42	-42
759	0,3356	-42	-42	-42	-42
760	0,3330	-42	-42	-42	-42
761	0,3294	-42	-42	-42	-42
762	0,3261	-42	-42	-42	-42
763	0,3243	-42	-42	-42	-42
764	0,3218	-42	-42	-42	-42
765	0,3184	-42	-42	-42	-42
766	0,3156	-42	-42	-42	-42
767	0,3129	-41	-41	-41	-41
768	0,3099	-41	-41	-41	-41
769	0,3053	-41	-41	-41	-41
770	0,3016	-41	-41	-41	-41
771	0,2987	-41	-41	-41	-41
772	0,2933	-41	-41	-41	-41
773	0,2880	-41	-41	-41	-41
774	0,2866	-41	-41	-41	-41
775	0,2856	-41	-41	-41	-41
776	0,2810	-41	-41	-41	-41
777	0,2770	-41	-41	-41	-41
778	0,2720	-41	-41	-41	-41
779	0,2710	-41	-41	-41	-41
780	0,2667	-40	-40	-40	-40
781	0,2622	-40	-40	-40	-40
782	0,2576	-40	-40	-40	-40
783	0,2542	-40	-40	-40	-40
784	0,2492	-40	-40	-40	-40
785	0,2428	-40	-40	-40	-40
786	0,2364	-40	-40	-40	-40
787	0,2303	-40	-40	-40	-40
788	0,2254	-40	-40	-40	-40
789	0,2194	-40	-40	-40	-40
790	0,2141	-40	-40	-40	-40
791	0,2092	-40	-40	-40	-40
792	0,2024	-40	-40	-40	-40
793	0,1986	-39	-39	-39	-39
794	0,2004	-39	-39	-39	-39
795	0,1995	-39	-39	-39	-39
796	0,2014	-39	-39	-39	-39
797	0,2020	-39	-39	-39	-39
798	0,2017	-39	-39	-39	-39
799	0,2036	-39	-39	-39	-39
800	0,2058	-39	-39	-39	-39
801	0,2056	-39	-39	-39	-39
802	0,2082	-39	-39	-39	-39
803	0,2091	-39	-39	-39	-39
804	0,2100	-39	-39	-39	-39
805	0,2094	-39	-39	-39	-39
806	0,2106	-38	-38	-38	-38
807	0,2151	-38	-38	-38	-38
808	0,2220	-38	-38	-38	-38
809	0,2252	-38	-38	-38	-38
810	0,2308	-38	-38	-38	-38
811	0,2350	-38	-38	-38	-38
812	0,2387	-38	-38	-38	-38
813	0,2449	-38	-38	-38	-38
814	0,2477	-38	-38	-38	-38
815	0,2535	-38	-38	-38	-38
816	0,2599	-38	-38	-38	-38
817	0,2635	-38	-38	-38	-38
818	0,2670	-38	-38	-38	-38
819	0,2743	-37	-37	-37	-37
820	0,2819	-37	-37	-37	-37
821	0,2896	-37	-37	-37	-37
822	0,2977	-37	-37	-37	-37
823	0,3053	-37	-37	-37	-37
824	0,3099	-37	-37	-37	-37
825	0,3183	-37	-37	-37	-37
826	0,3229	-37	-37	-37	-37
827	0,3314	-37	-37	-37	-37
828	0,3377	-37	-37	-37	-37
829	0,3444	-37	-37	-37	-37
830	0,3509	-37	-37	-37	-37
831	0,3569	-37	-37	-37	-37
832	0,3620	-36	-36	-36	-36
833	0,3651	-36	-36	-36	-36
834	0,3662	-36	-36	-36	-36
835	0,3657	-36	-36	-36	-36
836	0,3652	-36	-36	-36	-36
837	0,3680	-36	-36	-36	-36
838	0,3693	-36	-36	-36	-36
839	0,3696	-36	-36	-36	-36
840	0,3713	-36	-36	-36	-36
841	0,3724	-36	-36	-36	-36
842	0,3766	-36	-36	-36	-36
843	0,3803	-36	-36	-36	-36
844	0,3825	-36	-36	-36	-36
845	0,3822	-35	-35	-35	-35
846	0,3846	-35	-35	-35	-35
847	0,3891	-35	-35	-35	-35
848	0,3901	-35	-35	-35	-35
849	0,3903	-35	-35	-35	-35
850	0,3938	-35	-35	-35	-35
851	0,3982	-35	-35	-35	-35
852	0,4007	-35	-35	-35	-35
853	0,4009	-35	-35	-35	-35
854	0,4039	-35	-35	-35	-35
855	0,4075	-35	-35	-35	-35
856	0,4076	-35	-35	-35	-35
857	0,4106	-35	-35	-35	-35
858	0,4142	-34	-34	-34	-34
859	0,4140	-34	-34	-34	-34
860	0,4148	-34	-34	-34	-34
861	0,4130	-34	-34	-34	-34
862	0,4153	-34	-34	-34	-34
863	0,4181	-34	-34	-34	-34
864	0,4179	-34	-34	-34	-34
865	0,4174	-34	-34	-34	-34
866	0,4169	-34	-34	-34	-34
867	0,4185	-34	-34	-34	-34
868	0,4173	-34	-34	-34	-34
869	0,4178	-34	-34	-34	-34
870	0,4185	-34	-34	-34	-34
871	0,4198	-33	-33	-33	-33
872	0,4175	-33	-33	-33	-33
873	0,4176	-33	-33	-33	-33
874	0,4177	-33	-33	-33	-33
875	0,4163	-33	-33	-33	-33
876	0,4162	-33	-33	-33	-33
877	0,4145	-33	-33	-33	-33
878	0,4123	-33	-33	-33	-33
879	0,4108	-33	-33	-33	-33
880	0,4080	-33	-33	-33	-33
881	0,4060	-33	-33	-33	-33
882	0,4052	-33	-33	-33	-33
883	0,4025	-33	-33	-33	-33
884	0,4022	-32	-32	-32	-32
885	0,4039	-32	-32	-32	-32
886	0,4035	-32	-32	-32	-32
887	0,4066	-32	-32	-32	-32
888	0,4050	-32	-32	-32	-32
889	0,4063	-32	-32	-32	-32
890	0,4084	-32	-32	-32	-32
891	0,4073	-32	-32	-32	-32
892	0,4094	-32	-32	-32	-32
893	0,4122	-32	-32	-32	-32
894	0,4106	-32	-32	-32	-32
895	0,4117	-32	-32	-32	-32
896	0,4136	-32	-32	-32	-32
897	0,4133	-31	-31	-31	-31
898	0,4096	-31	-31	-31	-31
899	0,4050	-31	-31	-31	-31
900	0,4029	-31	-31	-31	-31
901	0,3990	-31	-31	-31	-31
902	0,3954	-31	-31	-31	-31
903	0,3917	-31	-31	-31	-31
904	0,3901	-31	-31	-31	-31
905	0,3891	-31	-31	-31	-31
906	0,3885	-31	-31	-31	-31
907	0,3859	-31	-31	-31	-31
908	0,3850	-31	-31	-31	-31
909	0,3813	-31	-31	-31	-31
910	0,3812	-30	-30	-30	-30
911	0,3818	-30	-30	-30	-30
912	0,3840	-30	-30	-30	-30
913	0,3841	-30	-30	-30	-30
914	0,3866	-30	-30	-30	-30
915	0,3886	-30	-30	-30	-30
916	0,3912	-30	-30	-30	-30
917	0,3935	-30	-30	-30	-30
918	0,3950	-30	-30	-30	-30
919	0,3953	-30	-30	-30	-30
920	0,3970	-30	-30	-30	-30
921	0,4009	-30	-30	-30	-30
922	0,4045	-30	-30	-30	-30
923	0,4046	-29	-29	-29	-29
924	0,4092	-29	-29	-29	-29
925	0,4133	-29	-29	-29	-29
926	0,4131	-29	-29	-29	-29
927	0,4136	-29	-29	-29	-29
928	0,4145	-29	-29	-29	-29
929	0,4154	-29	-29	-29	-29
930	0,4167	-29	-29	-29	-29
931	0,4177	-29	-29	-29	-29
932	0,4220	-29	-29	-29	-29
933	0,4243	-29	-29	-29	-29
934	0,4243	-29	-29	-29	-29
935	0,4268	-29	-29	-29	-29
936	0,4316	-28	-28	-28	-28
937	0,4364	-28	-28	-28	-28
938	0,4416	-28	-28	-28	-28
939	0,4455	-28	-28	-28	-28
940	0,4501	-28	-28	-28	-28
941	0,4568	-28	-28	-28	-28
942	0,4612	-28	-28	-28	-28
943	0,4666	-28	-28	-28	-28
944	0,4710	-28	-28	-28	-28
945	0,4781	-28	-28	-28	-28
946	0,4856	-28	-28	-28	-28
947	0,4892	-28	-28	-28	-28
948	0,4952	-28	-28	-28	-28
949	0,5009	-27	-27	-27	-27
950	0,5084	-27	-27	-27	-27
951	0,5121	-27	-27	-27	-27
952	0,5167	-27	-27	-27	-27
953	0,5219	-27	-27	-27	-27
954	0,5256	-27	-27	-27	-27
955	0,5290	-27	-27	-27	-27
956	0,5362	-27	-27	-27	-27
957	0,5395	-27	-27	-27	-27
958	0,5450	-27	-27	-27	-27
959	0,5516	-27	-27	-27	-27
960	0,5549	-27	-27	-27	-27
961	0,5620	-27	-27	-27	-27
962	0,5676	-26	-26	-26	-26
963	0,5664	-26	-26	-26	-26
964	0,5652	-26	-26	-26	-26
965	0,5636	-26	-26	-26	-26
966	0,5640	-26	-26	-26	-26
967	0,5628	-26	-26	-26	-26
968	0,5617	-26	-26	-26	-26
969	0,5573	-26	-26	-26	-26
970	0,5563	-26	-26	-26	-26
971	0,5529	-26	-26	-26	-26
972	0,5512	-26	-26	-26	-26
973	0,5470	-26	-26	-26	-26
974	0,5466	-26	-26	-26	-26
975	0,5426	-25	-25	-25	-25
976	0,5454	-25	-25	-25	-25
977	0,5436	-25	-25	-25	-25
978	0,5462	-25	-25	-25	-25
979	0,5470	-25	-25	-25	-25
980	0,5479	-25	-25	-25	-25
981	0,5483	-25	-25	-25	-25
982	0,5481	-25	-25	-25	-25
983	0,5500	-25	-25	-25	-25
984	0,5489	-25	-25	-25	-25
985	0,5499	-25	-25	-25	-25
986	0,5501	-25	-25	-25	-25
987	0,5527	-25	-25	-25	-25
988	0,5510	-24	-24	-24	-24
989	0,5478	-24	-24	-24	-24
990	0,5472	-24	-24	-24	-24
991	0,5455	-24	-24	-24	-24
992	0,5422	-24	-24	-24	-24
993	0,5431	-24	-24	-24	-24
994	0,5423	-24	-24	-24	-24
995	0,5421	-24	-24	-24	-24
996	0,5397	-24	-24	-24	-24
997	0,5380	-24	-24	-24	-24
998	0,5355	-24	-24	-24	-24
999	0,5370	-24	-24	-24	-24
1000	0,5381	-24	-24	-24	-24
1001	0,5386	-23	-23	-23	-23
1002	0,5365	-23	-23	-23	-23
1003	0,5336	-23	-23	-23	-23
1004	0,5288	-23	-23	-23	-23
1005	0,5237	-23	-23	-23	-23
1006	0,5219	-23	-23	-23	-23
1007	0,5164	-23	-23	-23	-23
1008	0,5101	-23	-23	-23	-23
1009	0,5057	-23	-23	-23	-23
1010	0,5028	-23	-23	-23	-23
1011	0,4987	-23	-23	-23	-23
1012	0,4930	-23	-23	-23	-23
1013	0,4914	-23	-23	-23	-23
1014	0,4882	-22	-22	-22	-22
1015	0,4897	-22	-22	-22	-22
1016	0,4939	-22	-22	-22	-22
1017	0,4958	-22	-22	-22	-22
1018	0,4987	-22	-22	-22	-22
1019	0,5011	-22	-22	-22	-22
1020	0,5036	-22	-22	-22	-22
1021	0,5062	-22	-22	-22	-22
1022	0,5090	-22	-22	-22	-22
1023	0,5094	-22	-22	-22	-22
1024	0,5090	-22	-22	-22	-22
1025	0,5133	-22	-22	-22	-22
1026	0,5155	-22	-22	-22	-22
1027	0,5198	-21	-21	-21	-21
1028	0,5249	-21	-21	-21	-21
1029	0,5302	-21	-21	-21	-21
1030	0,5346	-21	-21	-21	-21
1031	0,5397	-21	-21	-21	-21
1032	0,5448	-21	-21	-21	-21
1033	0,5473	-21	-21	-21	-21
1034	0,5536	-21	-21	-21	-21
1035	0,5574	-21	-21	-21	-21
1036	0,5605	-21	-21	-21	-21
1037	0,5629	-21	-21	-21	-21
1038	0,5645	-21	-21	-21	-21
1039	0,5705	-21	-21	-21	-21
1040	0,5738	-20	-20	-20	-20
1041	0,5789	-20	-20	-20	-20
1042	0,5843	-20	-20	-20	-20
1043	0,5897	-20	-20	-20	-20
1044	0,5950	-20	-20	-20	-20
1045	0,6005	-20	-20	-20	-20
1046	0,6053	-20	-20	-20	-20
1047	0,6099	-20	-20	-20	-20
1048	0,6127	-20	-20	-20	-20
1049	0,6169	-20	-20	-20	-20
1050	0,6192	-20	-20	-20	-20
1051	0,6216	-20	-20	-20	-20
1052	0,6233	-20	-20	-20	-20
1053	0,6266	-19	-19	-19	-19
1054	0,6250	-19	-19	-19	-19
1055	0,6221	-19	-19	-19	-19
1056	0,6194	-19	-19	-19	-19
1057	0,6170	-19	-19	-19	-19
1058	0,6138	-19	-19	-19	-19
1059	0,6107	-19	-19	-19	-19
1060	0,6099	-19	-19	-19	-19
1061	0,6104	-19	-19	-19	-19
1062	0,6106	-19	-19	-19	-19
1063	0,6086	-19	-19	-19	-19
1064	0,6056	-19	-19	-19	-19
1065	0,6035	-19	-19	-19	-19
1066	0,6039	-18	-18	-18	-18
1067	0,6084	-18	-18	-18	-18
1068	0,6113	-18	-18	-18	-18
1069	0,6160	-18	-18	-18	-18
1070	0,6207	-18	-18	-18	-18
1071	0,6232	-18	-18	-18	-18
1072	0,6246	-18	-18	-18	-18
1073	0,6300	-18	-18	-18	-18
1074	0,6330	-18	-18	-18	-18
1075	0,6352	-18	-18	-18	-18
1076	0,6369	-18	-18	-18	-18
1077	0,6416	-18	-18	-18	-18
1078	0,6440	-18	-18	-18	-18
1079	0,6456	-17	-17	-17	-17
1080	0,6444	-17	-17	-17	-17
1081	0,6441	-17	-17	-17	-17
1082	0,6444	-17	-17	-17	-17
1083	0,6454	-17	-17	-17	-17
1084	0,6473	-17	-17	-17	-17
1085	0,6494	-17	-17	-17	-17
1086	0,6475	-17	-17	-17	-17
1087	0,6460	-17	-17	-17	-17
1088	0,6487	-17	-17	-17	-17
1089	0,6503	-17	-17	-17	-17
1090	0,6521	-17	-17	-17	-17
1091	0,6510	-17	-17	-17	-17
1092	0,6541	-16	-16	-16	-16
1093	0,6561	-16	-16	-16	-16
1094	0,6603	-16	-16	-16	-16
1095	0,6655	-16	-16	-16	-16
1096	0,6698	-16	-16	-16	-16
1097	0,6760	-16	-16	-16	-16
1098	0,6818	-16	-16	-16	-16
1099	0,6873	-16	-16	-16	-16
1100	0,6908	-16	-16	-16	-16
1101	0,6956	-16	-16	-16	-16
1102	0,7005	-16	-16	-16	-16
1103	0,7068	-16	-16	-16	-16
1104	0,7110	-16	-16	-16	-16
1105	0,7145	-15	-15	-15	-15
1106	0,7111	-15	-15	-15	-15
1107	0,7082	-15	-15	-15	-15
1108	0,7076	-15	-15	-15	-15
1109	0,7086	-15	-15	-15	-15
1110	0,7056	-15	-15	-15	-15
1111	0,7032	-15	-15	-15	-15
1112	0,7034	-15	-15	-15	-15
1113	0,7024	-15	-15	-15	-15
1114	0,7034	-15	-15	-15	-15
1115	0,7029	-15	-15	-15	-15
1116	0,7023	-15	-15	-15	-15
1117	0,6991	-15	-15	-15	-15
1118	0,7001	-14	-14	-14	-14
1119	0,6997	-14	-14	-14	-14
1120	0,6974	-14	-14	-14	-14
1121	0,6998	-14	-14	-14	-14
1122	0,6979	-14	-14	-14	-14
1123	0,6958	-14	-14	-14	-14
1124	0,6981	-14	-14	-14	-14
1125	0,6974	-14	-14	-14	-14
1126	0,6987	-14	-14	-14	-14
1127	0,6986	-14	-14	-14	-14
1128	0,6972	-14	-14	-14	-14
1129	0,6968	-14	-14	-14	-14
1130	0,6958	-14	-14	-14	-14
1131	0,6968	-13	-13	-13	-13
1132	0,7010	-13	-13	-13	-13
1133	0,7059	-13	-13	-13	-13
1134	0,7099	-13	-13	-13	-13
1135	0,7119	-13	-13	-13	-13
1136	0,7149	-13	-13	-13	-13
1137	0,7197	-13	-13	-13	-13
1138	0,7203	-13	-13	-13	-13
1139	0,7247	-13	-13	-13	-13
1140	0,7254	-13	-13	-13	-13
1141	0,7300	-13	-13	-13	-13
1142	0,7306	-13	-13	-13	-13
1143	0,7348	-13	-13	-13	-13
1144	0,7359	-12	-12	-12	-12
1145	0,7371	-12	-12	-12	-12
1146	0,7408	-12	-12	-12	-12
1147	0,7438	-12	-12	-12	-12
1148	0,7462	-12	-12	-12	-12
1149	0,7491	-12	-12	-12	-12
1150	0,7485	-12	-12	-12	-12
1151	0,7519	-12	-12	-12	-12
1152	0,7535	-12	-12	-12	-12
1153	0,7555	-12	-12	-12	-12
1154	0,7582	-12	-12	-12	-12
1155	0,7591	-12	-12	-12	-12
1156	0,7597	-12	-12	-12	-12
1157	0,7626	-11	-11	-11	-11
1158	0,7629	-11	-11	-11	-11
1159	0,7618	-11	-11	-11	-11
1160	0,7613	-11	-11	-11	-11
1161	0,7624	-11	-11	-11	-11
1162	0,7621	-11	-11	-11	-11
1163	0,7637	-11	-11	-11	-11
1164	0,7644	-11	-11	-11	-11
1165	0,7616	-11	-11	-11	-11
1166	0,7631	-11	-11	-11	-11
1167	0,7615	-11	-11	-11	-11
1168	0,7613	-11	-11	-11	-11
1169	0,7585	-11	-11	-11	-11
1170	0,7580	-10	-10	-10	-10
1171	0,7612	-10	-10	-10	-10
1172	0,7604	-10	-10	-10	-10
1173	0,7592	-10	-10	-10	-10
1174	0,7591	-10	-10	-10	-10
1175	0,7617	-10	-10	-10	-10
1176	0,7643	-10	-10	-10	-10
1177	0,7638	-10	-10	-10	-10
1178	0,7644	-10	-10	-10	-10
1179	0,7644	-10	-10	-10	-10
1180	0,7661	-10	-10	-10	-10
1181	0,7666	-10	-10	-10	-10
1182	0,7676	-10	-10	-10	-10
1183	0,7703	-9	-9	-9	-9
1184	0,7658	-9	-9	-9	-9
1185	0,7646	-9	-9	-9	-9
1186	0,7634	-9	-9	-9	-9
1187	0,7583	-9	-9	-9	-9
1188	0,7529	-9	-9	-9	-9
1189	0,7506	-9	-9	-9	-9
1190	0,7452	-9	-9	-9	-9
1191	0,7425	-9	-9	-9	-9
1192	0,7382	-9	-9	-9	-9
1193	0,7332	-9	-9	-9	-9
1194	0,7281	-9	-9	-9	-9
1195	0,7232	-9	-9	-9	-9
1196	0,7209	-8	-8	-8	-8
1197	0,7160	-8	-8	-8	-8
1198	0,7133	-8	-8	-8	-8
1199	0,7087	-8	-8	-8	-8
1200	0,7073	-8	-8	-8	-8
1201	0,7049	-8	-8	-8	-8
1202	0,7014	-8	-8	-8	-8
1203	0,6994	-8	-8	-8	-8
1204	0,6967	-8	-8	-8	-8
1205	0,6952	-8	-8	-8	-8
1206	0,6907	-8	-8	-8	-8
1207	0,6884	-8	-8	-8	-8
1208	0,6882	-8	-8	-8	-8
1209	0,6838	-7	-7	-7	-7
1210	0,6785	-7	-7	-7	-7
1211	0,6771	-7	-7	-7	-7
1212	0,6735	-7	-7	-7	-7
1213	0,6680	-7	-7	-7	-7
1214	0,6628	-7	-7	-7	-7
1215	0,6602	-7	-7	-7	-7
1216	0,6588	-7	-7	-7	-7
1217	0,6533	-7	-7	-7	-7
1218	0,6499	-7	-7	-7	-7
1219	0,6467	-7	-7	-7	-7
1220	0,6411	-7	-7	-7	-7
1221	0,6399	-7	-7	-7	-7
1222	0,6370	-6	-6	-6	-6
1223	0,6363	-6	-6	-6	-6
1224	0,6359	-6	-6	-6	-6
1225	0,6317	-6	-6	-6	-6
1226	0,6301	-6	-6	-6	-6
1227	0,6258	-6	-6	-6	-6
1228	0,6246	-6	-6	-6	-6
1229	0,6214	-6	-6	-6	-6
1230	0,6203	-6	-6	-6	-6
1231	0,6178	-6	-6	-6	-6
1232	0,6160	-6	-6	-6	-6
1233	0,6156	-6	-6	-6	-6
1234	0,6130	-6	-6	-6	-6
1235	0,6104	-5	-5	-5	-5
1236	0,6095	-5	-5	-5	-5
1237	0,6114	-5	-5	-5	-5
1238	0,6124	-5	-5	-5	-5
1239	0,6109	-5	-5	-5	-5
1240	0,6117	-5	-5	-5	-5
1241	0,6137	-5	-5	-5	-5
1242	0,6142	-5	-5	-5	-5
1243	0,6140	-5	-5	-5	-5
1244	0,6155	-5	-5	-5	-5
1245	0,6138	-5	-5	-5	-5
1246	0,6169	-5	-5	-5	-5
1247	0,6201	-5	-5	-5	-5
1248	0,6208	-4	-4	-4	-4
1249	0,6280	-4	-4	-4	-4
1250	0,6330	-4	-4	-4	-4
1251	0,6386	-4	-4	-4	-4
1252	0,6439	-4	-4	-4	-4
1253	0,6497	-4	-4	-4	-4
1254	0,6531	-4	-4	-4	-4
1255	0,6582	-4	-4	-4	-4
1256	0,6642	-4	-4	-4	-4
1257	0,6710	-4	-4	-4	-4
1258	0,6775	-4	-4	-4	-4
1259	0,6836	-4	-4	-4	-4
1260	0,6875	-4	-4	-4	-4
1261	0,6941	-3	-3	-3	-3
1262	0,6937	-3	-3	-3	-3
1263	0,6954	-3	-3	-3	-3
1264	0,6937	-3	-3	-3	-3
1265	0,6946	-3	-3	-3	-3
1266	0,6930	-3	-3	-3	-3
1267	0,6918	-3	-3	-3	-3
1268	0,6942	-3	-3	-3	-3
1269	0,6959	-3	-3	-3	-3
1270	0,6938	-3	-3	-3	-3
1271	0,6917	-3	-3	-3	-3
1272	0,6917	-3	-3	-3	-3
1273	0,6939	-3	-3	-3	-3
1274	0,6965	-2	-2	-2	-2
1275	0,6965	-2	-2	-2	-2
1276	0,6965	-2	-2	-2	-2
1277	0,6965	-2	-2	-2	-2
1278	0,6965	-2	-2	-2	-2
1279	0,6965	-2	-2	-2	-2
1280	0,6965	-2	-2	-2	-2
1281	0,6965	-2	-2	-2	-2
1282	0,6965	-2	-2	-2	-2
1283	0,6965	-2	-2	-2	-2
1284	0,6965	-2	-2	-2	-2
1285	0,6965	-2	-2	-2	-2
1286	0,6965	-2	-2	-2	-2
1287	0,6965	-1	-1	-1	-1
1288	0,6965	-1	-1	-1	-1
1289	0,6965	-1	-1	-1	-1
1290	0,6965	-1	-1	-1	-1
1291	0,6965	-1	-1	-1	-1
1292	0,6965	-1	-1	-1	-1
1293	0,6965	-1	-1	-1	-1
1294	0,6965	-1	-1	-1	-1
1295	0,6965	-1	-1	-1	-1
1296	0,6965	-1	-1	-1	-1
1297	0,6965	-1	-1	-1	-1
1298	0,6965	-1	-1	-1	-1
1299	0,6965	-1	-1	-1	-1
1300	0,6965	0	0	0	0
1301	0,6965	0	0	0	0
1302	0,6965	0	0	0	0
1303	0,6965	0	0	0	0
1304	0,6965	0	0	0	0
1305	0,6965	0	0	0	0
1306	0,6965	0	0	0	0
1307	0,6965	0	0	0	0
1308	0,6965	0	0	0	0
1309	0,6965	0	0	0	0
1310	0,6965	0	0	0	0
1311	0,6965	0	0	0	0
1312	0,6965	0	0	0	0
1313	0,6965	1	1	1	1
1314	0,6965	1	1	1	1
1315	0,6965	1	1	1	1
1316	0,6965	1	1	1	1
1317	0,6965	1	1	1	1
1318	0,6965	1	1	1	1
1319	0,6965	1	1	1	1
1320	0,6965	1	1	1	1
1321	0,6965	1	1	1	1
1322	0,6965	1	1	1	1
1323	0,6965	1	1	1	1
1324	0,6965	1	1	1	1
1325	0,6965	1	1	1	1
1326	0,6965	2	2	2	2
1327	0,6965	2	2	2	2
1328	0,6965	2	2	2	2
1329	0,6965	2	2	2	2
1330	0,6965	2	2	2	2
1331	0,6965	2	2	2	2
1332	0,6965	2	2	2	2
1333	0,6965	2	2	2	2
1334	0,6965	2	2	2	2
1335	0,6965	2	2	2	2
1336	0,6965	2	2	2	2
1337	0,6965	2	2	2	2
1338	0,6965	2	2	2	2
1339	0,6965	3	3	3	3
1340	0,6943	3	3	3	3
1341	0,6941	3	3	3	3
1342	0,6896	3	3	3	3
1343	0,6853	3	3	3	3
1344	0,6826	3	3	3	3
1345	0,6822	3	3	3	3
1346	0,6792	3	3	3	3
1347	0,6755	3	3	3	3
1348	0,6731	3	3	3	3
1349	0,6727	3	3	3	3
1350	0,6716	3	3	3	3
1351	0,6686	3	3	3	3
1352	0,6650	4	4	4	4
1353	0,6659	4	4	4	4
1354	0,6707	4	4	4	4
1355	0,6753	4	4	4	4
1356	0,6799	4	4	4	4
1357	0,6818	4	4	4	4
1358	0,6863	4	4	4	4
1359	0,6879	4	4	4	4
1360	0,6881	4	4	4	4
1361	0,6893	4	4	4	4
1362	0,6921	4	4	4	4
1363	0,6954	4	4	4	4
1364	0,6965	4	4	4	4
1365	0,7008	5	5	5	5
1366	0,7020	5	5	5	5
1367	0,7005	5	5	5	5
1368	0,7005	5	5	5	5
1369	0,6974	5	5	5	5
1370	0,6967	5	5	5	5
1371	0,6981	5	5	5	5
1372	0,6966	5	5	5	5
1373	0,6953	5	5	5	5
1374	0,6936	5	5	5	5
1375	0,6938	5	5	5	5
1376	0,6940	5	5	5	5
1377	0,6944	5	5	5	5
1378	0,6950	6	6	6	6
1379	0,6899	6	6	6	6
1380	0,6870	6	6	6	6
1381	0,6810	6	6	6	6
1382	0,6770	6	6	6	6
1383	0,6706	6	6	6	6
1384	0,6630	6	6	6	6
1385	0,6594	6	6	6	6
1386	0,6551	6	6	6	6
1387	0,6498	6	6	6	6
1388	0,6437	6	6	6	6
1389	0,6382	6	6	6	6
1390	0,6322	6	6	6	6
1391	0,6248	7	7	7	7
1392	0,6226	7	7	7	7
1393	0,6197	7	7	7	7
1394	0,6163	7	7	7	7
1395	0,6118	7	7	7	7
1396	0,6064	7	7	7	7
1397	0,6012	7	7	7	7
1398	0,5969	7	7	7	7
1399	0,5916	7	7	7	7
1400	0,5869	7	7	7	7
1401	0,5845	7	7	7	7
1402	0,5828	7	7	7	7
1403	0,5785	7	7	7	7
1404	0,5754	8	8	8	8
1405	0,5765	8	8	8	8
1406	0,5754	8	8	8	8
1407	0,5743	8	8	8	8
1408	0,5753	8	8	8	8
1409	0,5737	8	8	8	8
1410	0,5732	8	8	8	8
1411	0,5738	8	8	8	8
1412	0,5733	8	8	8	8
1413	0,5724	8	8	8	8
1414	0,5751	8	8	8	8
1415	0,5780	8	8	8	8
1416	0,5802	8	8	8	8
1417	0,5807	9	9	9	9
1418	0,5810	9	9	9	9
1419	0,5784	9	9	9	9
1420	0,5773	9	9	9	9
1421	0,5740	9	9	9	9
1422	0,5742	9	9	9	9
1423	0,5744	9	9	9	9
1424	0,5740	9	9	9	9
1425	0,5739	9	9	9	9
1426	0,5711	9	9	9	9
1427	0,5695	9	9	9	9
1428	0,5690	9	9	9	9
1429	0,5684	9	9	9	9
1430	0,5681	10	10	10	10
1431	0,5685	10	10	10	10
1432	0,5684	10	10	10	10
1433	0,5696	10	10	10	10
1434	0,5661	10	10	10	10
1435	0,5651	10	10	10	10
1436	0,5618	10	10	10	10
1437	0,5586	10	10	10	10
1438	0,5563	10	10	10	10
1439	0,5535	10	10	10	10
1440	0,5540	10	10	10	10
1441	0,5517	10	10	10	10
1442	0,5518	10	10	10	10
1443	0,5529	11	11	11	11
1444	0,5501	11	11	11	11
1445	0,5482	11	11	11	11
1446	0,5449	11	11	11	11
1447	0,5415	11	11	11	11
1448	0,5400	11	11	11	11
1449	0,5403	11	11	11	11
1450	0,5364	11	11	11	11
1451	0,5358	11	11	11	11
1452	0,5361	11	11	11	11
1453	0,5344	11	11	11	11
1454	0,5313	11	11	11	11
1455	0,5297	11	11	11	11
1456	0,5299	12	12	12	12
1457	0,5326	12	12	12	12
1458	0,5340	12	12	12	12
1459	0,5365	12	12	12	12
1460	0,5365	12	12	12	12
1461	0,5372	12	12	12	12
1462	0,5359	12	12	12	12
1463	0,5368	12	12	12	12
1464	0,5376	12	12	12	12
1465	0,5407	12	12	12	12
1466	0,5438	12	12	12	12
1467	0,5438	12	12	12	12
1468	0,5441	12	12	12	12
1469	0,5436	13	13	13	13
1470	0,5441	13	13	13	13
1471	0,5478	13	13	13	13
1472	0,5520	13	13	13	13
1473	0,5523	13	13	13	13
1474	0,5567	13	13	13	13
1475	0,5583	13	13	13	13
1476	0,5608	13	13	13	13
1477	0,5644	13	13	13	13
1478	0,5657	13	13	13	13
1479	0,5682	13	13	13	13
1480	0,5687	13	13	13	13
